x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database,category
7.724951,8.181666,1,1.0,I,I-G,4.0,flsh,I
5.2906523,13.031389,2,1.0,III,III-A,13.0,flsh,III
5.4725857,10.175245,3,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,Not-Annotated-By-Cctyper
13.345218,10.588205,4,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
5.843221,7.7983537,5,1.0,I,I-F,5.0,flsh,I
4.2790923,9.423675,6,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,Not-Annotated-By-Cctyper
6.090188,1.5174347,7,1.0,I,I-F,7.0,flsh,I
5.846836,10.838275,8,2.0,II,II-D,1.0,flsh,II
4.2387514,13.315251,9,1.0,III,III-B,4.0,flsh,III
8.023262,9.395797,10,1.0,I,I-C,3.0,flsh,I
6.4600153,11.334039,11,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,Not-Annotated-By-Cctyper
10.403245,16.845867,12,1.0,I,I-C,4.0,flsh,I
10.675316,9.395668,13,1.0,I,I-B,8.0,flsh,I
10.683094,9.395471,14,1.0,I,I-B,8.0,flsh,I
7.36196,11.72625,15,2.0,II,II-A,4.0,flsh,II
7.065653,10.801077,16,2.0,VI,VI-A,3.0,flsh,VI
6.3490386,18.024439,17,2.0,II,II-A,4.0,flsh,II
8.700792,18.561033,18,2.0,II,II-A,3.0,flsh,II
4.449006,9.19187,19,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,Not-Annotated-By-Cctyper
3.982074,8.8901,20,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,Not-Annotated-By-Cctyper
6.6324916,7.9895034,21,1.0,I,I-F,6.0,flsh,I
3.91132,15.498215,22,1.0,III,III-B,10.0,flsh,III
6.3475904,18.007729,23,2.0,II,II-A,4.0,flsh,II
10.581118,9.387997,24,1.0,I,I-B,4.0,flsh,I
8.148317,12.143321,25,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,Not-Annotated-By-Cctyper
6.758293,5.554031,26,1.0,I,I-E,6.0,flsh,I
10.398529,16.845438,27,1.0,I,I-C,5.0,flsh,I
7.467096,10.661221,28,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,Not-Annotated-By-Cctyper
0.7527501,10.138657,29,1.0,I,I-C,11.0,flsh,I
10.396647,16.848192,30,1.0,I,I-C,4.0,flsh,I
4.699833,10.064269,31,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,Not-Annotated-By-Cctyper
7.064868,11.41518,32,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,Not-Annotated-By-Cctyper
5.307335,10.062212,33,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
5.017419,14.383556,34,1.0,III,III-D,14.0,flsh,III
5.0348616,14.370911,35,1.0,III,III-D,14.0,flsh,III
6.7792363,5.8586345,36,1.0,I,I-E,5.0,flsh,I
7.98637,13.14685,37,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,Not-Annotated-By-Cctyper
0.44973153,8.752011,38,1.0,I,I-C,11.0,flsh,I
6.208616,5.7124515,39,1.0,I,I-E,8.0,flsh,I
4.3170524,14.806508,40,1.0,III,III-D,8.0,flsh,III
9.312723,15.686635,41,1.0,I,I-C,8.0,flsh,I
4.287999,14.836233,42,1.0,III,III-D,8.0,flsh,III
7.8947096,10.749485,43,1.0,I,I-C,4.0,flsh,I
5.5884185,11.017063,44,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,Not-Annotated-By-Cctyper
5.3163314,9.386962,45,2.0,VI,VI-D,3.0,flsh,VI
6.402691,14.218786,46,1.0,III,III-A,11.0,flsh,III
5.528299,9.817067,47,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,Not-Annotated-By-Cctyper
4.1956034,10.948183,48,2.0,V,V-A,1.0,flsh,V
11.72601,13.442498,49,2.0,II,II-D,1.0,flsh,II
6.33753,18.84112,50,2.0,II,II-A,4.0,flsh,II
6.3181524,18.86531,51,2.0,II,II-A,4.0,flsh,II
6.653595,14.558163,52,1.0,III,III-A,6.0,flsh,III
4.101658,15.055564,53,1.0,III,III-B,4.0,flsh,III
6.722677,11.508254,54,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,Not-Annotated-By-Cctyper
4.610949,14.576596,55,1.0,III,III-D,13.0,flsh,III
6.8622193,18.348568,56,2.0,II,II-A,4.0,flsh,II
0.8054662,10.148969,57,1.0,I,I-C,6.0,flsh,I
12.369989,13.151384,58,2.0,II,II-D,1.0,flsh,II
5.6207743,10.956538,59,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,Not-Annotated-By-Cctyper
16.846624,9.314135,60,2.0,V,V-A,4.0,flsh,V
5.947934,11.204884,61,2.0,II,II-D,1.0,flsh,II
4.124624,11.024819,62,2.0,V,V-A,1.0,flsh,V
5.9410605,11.211646,63,2.0,II,II-D,1.0,flsh,II
4.121802,11.028044,64,2.0,V,V-A,1.0,flsh,V
6.640226,18.240189,65,2.0,II,II-A,7.0,flsh,II
5.5701385,11.114531,66,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
12.391942,13.124174,67,2.0,II,II-D,1.0,flsh,II
12.36578,13.142073,68,2.0,II,II-D,1.0,flsh,II
0.7755733,10.126466,69,1.0,I,I-C,7.0,flsh,I
9.929955,13.064849,70,1.0,I,I-C,3.0,flsh,I
6.112283,13.5812845,71,1.0,III,III-A,7.0,flsh,III
6.1017,13.591465,72,1.0,III,III-A,7.0,flsh,III
7.405619,9.030064,73,1.0,IV,IV-A2,3.0,flsh,IV
2.0933428,6.5704556,74,1.0,I,I-C,7.0,flsh,I
9.872443,13.016624,75,1.0,I,I-C,3.0,flsh,I
12.37589,13.148559,76,2.0,II,II-D,1.0,flsh,II
9.754791,8.492026,77,1.0,I,I-B,6.0,flsh,I
6.175621,5.2262654,78,1.0,I,I-E,4.0,flsh,I
8.66952,18.52721,79,2.0,II,II-A,3.0,flsh,II
6.9851494,6.3272557,80,1.0,I,I-E,3.0,flsh,I
7.7394857,9.150899,81,1.0,I,I-C,3.0,flsh,I
9.59902,7.4598513,82,1.0,I,I-C,3.0,flsh,I
4.9133425,9.6032295,83,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,32.0,flsh,Not-Annotated-By-Cctyper
11.468475,15.842048,84,1.0,I,I-C,7.0,flsh,I
7.071778,18.077908,85,2.0,II,II-A,4.0,flsh,II
5.9979787,13.808702,86,1.0,III,III-A,9.0,flsh,III
6.5290003,10.200022,87,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,Not-Annotated-By-Cctyper
4.865336,11.157942,88,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,34.0,flsh,Not-Annotated-By-Cctyper
7.5832176,9.921999,89,1.0,I,I-C,9.0,flsh,I
4.415072,9.495767,90,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,Not-Annotated-By-Cctyper
9.393055,7.7318783,91,1.0,I,I-C,5.0,flsh,I
12.355254,13.163155,92,2.0,II,II-D,1.0,flsh,II
6.2638936,6.1907334,93,1.0,I,I-E,5.0,flsh,I
6.982923,14.170574,94,1.0,III,III-A,11.0,flsh,III
9.954479,13.060942,95,1.0,I,I-C,3.0,flsh,I
4.566715,14.799586,96,1.0,III,III-D,9.0,flsh,III
2.106592,6.592397,97,1.0,I,I-C,7.0,flsh,I
10.800634,16.37049,98,1.0,I,I-C,6.0,flsh,I
5.9267983,9.912036,99,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,Not-Annotated-By-Cctyper
6.165195,14.017963,100,1.0,III,III-A,3.0,flsh,III
4.4839964,9.421544,101,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,Not-Annotated-By-Cctyper
5.5663724,11.288991,102,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,Not-Annotated-By-Cctyper
-2.7639081,4.105424,103,1.0,I,I-E,10.0,flsh,I
5.518371,9.818039,104,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,38.0,flsh,Not-Annotated-By-Cctyper
4.402585,9.400209,105,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,23.0,flsh,Not-Annotated-By-Cctyper
5.2737722,9.759368,106,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,Not-Annotated-By-Cctyper
3.6616592,6.5718107,107,2.0,V,V-F1,1.0,flsh,V
11.537874,15.919264,108,1.0,I,I-C,7.0,flsh,I
9.91648,13.085273,109,1.0,I,I-C,3.0,flsh,I
6.1958,6.188585,110,1.0,I,I-E,4.0,flsh,I
6.19689,6.187294,111,1.0,I,I-E,4.0,flsh,I
6.1817813,6.18045,112,1.0,I,I-E,4.0,flsh,I
5.9447956,11.224619,113,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,Not-Annotated-By-Cctyper
4.907717,9.614644,114,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,30.0,flsh,Not-Annotated-By-Cctyper
12.346562,13.229302,115,2.0,II,II-D,1.0,flsh,II
6.510439,18.63242,116,2.0,II,II-A,4.0,flsh,II
9.345304,14.316329,117,1.0,I,I-C,6.0,flsh,I
10.401666,16.851828,118,1.0,I,I-C,4.0,flsh,I
8.788188,13.763789,119,1.0,I,I-C,4.0,flsh,I
12.424207,13.2292595,120,2.0,II,II-D,1.0,flsh,II
12.425617,13.225363,121,2.0,II,II-D,1.0,flsh,II
4.5124445,9.480589,122,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,Not-Annotated-By-Cctyper
5.472011,9.472881,123,2.0,VI,VI-B1,3.0,flsh,VI
7.2922587,12.788644,124,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,Not-Annotated-By-Cctyper
4.801047,10.810988,125,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,Not-Annotated-By-Cctyper
5.949905,19.267035,126,2.0,II,II-A,4.0,flsh,II
6.726123,13.708735,127,1.0,III,III-A,8.0,flsh,III
11.172533,15.569465,128,1.0,I,I-C,7.0,flsh,I
7.2272925,12.047394,129,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,Not-Annotated-By-Cctyper
0.37248504,8.219845,130,1.0,I,I-C,8.0,flsh,I
7.4327383,11.971462,131,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,Not-Annotated-By-Cctyper
6.0095477,9.8753395,132,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,Not-Annotated-By-Cctyper
7.950339,11.848486,133,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
3.344211,8.91647,134,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
6.8685575,17.895601,135,2.0,II,II-A,4.0,flsh,II
12.3674555,13.209215,136,2.0,II,II-D,1.0,flsh,II
5.8220706,9.449675,137,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,Not-Annotated-By-Cctyper
3.7831168,6.940274,138,2.0,V,V-F1,1.0,flsh,V
6.742867,11.747652,139,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
7.120779,14.115502,140,1.0,III,III-A,5.0,flsh,III
3.1869688,8.7948265,141,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
5.2781563,10.45602,142,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
9.253802,14.221396,143,1.0,I,I-C,5.0,flsh,I
7.224446,12.677775,144,2.0,II,II-A,4.0,flsh,II
6.6822205,11.683262,145,2.0,II,II-A,2.0,flsh,II
8.314492,12.464448,146,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,Not-Annotated-By-Cctyper
6.5743084,5.6289682,147,1.0,I,I-E,7.0,flsh,I
7.446581,11.509969,148,2.0,II,II-A,3.0,flsh,II
7.640065,10.196063,149,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,Not-Annotated-By-Cctyper
5.9751296,5.515434,150,1.0,I,I-E,8.0,flsh,I
-3.5382543,15.772103,151,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
9.160658,14.21602,152,1.0,I,I-C,3.0,flsh,I
0.4112941,9.768839,153,1.0,I,I-C,7.0,flsh,I
6.32585,14.3460455,154,1.0,III,III-A,5.0,flsh,III
8.86223,16.016201,155,1.0,I,I-C,7.0,flsh,I
11.365185,4.27689,156,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,Not-Annotated-By-Cctyper
4.308283,9.3934145,157,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,Not-Annotated-By-Cctyper
8.878536,15.111585,158,1.0,I,I-C,7.0,flsh,I
6.8293405,13.937971,159,1.0,III,III-A,7.0,flsh,III
8.870655,15.106129,160,1.0,I,I-C,7.0,flsh,I
9.037003,16.257273,161,1.0,I,I-C,7.0,flsh,I
6.520961,9.397645,162,1.0,I,I-E,3.0,flsh,I
6.4257894,8.462399,163,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
7.9403596,10.7914,164,1.0,I,I-C,7.0,flsh,I
9.260937,6.939592,165,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,Not-Annotated-By-Cctyper
12.114088,9.915784,166,1.0,I,I-E,9.0,flsh,I
3.5963624,6.5833874,167,2.0,V,V-F1,1.0,flsh,V
7.29056,8.639468,168,1.0,I,I-G,4.0,flsh,I
7.2799087,8.669614,169,1.0,I,I-G,4.0,flsh,I
7.3222256,8.616,170,1.0,I,I-G,4.0,flsh,I
6.2274985,10.640603,171,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,Not-Annotated-By-Cctyper
3.6097434,6.5965905,172,2.0,V,V-F1,1.0,flsh,V
3.660934,6.6274652,173,2.0,V,V-F1,1.0,flsh,V
6.1450005,10.656811,174,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
3.6316056,6.6142535,175,2.0,V,V-F1,1.0,flsh,V
8.18669,5.2235236,176,1.0,I,I-E,9.0,flsh,I
7.0355387,5.3884263,177,1.0,I,I-E,4.0,flsh,I
5.7516227,9.189371,178,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,17.0,flsh,Not-Annotated-By-Cctyper
8.498565,4.464668,179,1.0,I,I-E,8.0,flsh,I
8.498951,4.4766426,180,1.0,I,I-E,8.0,flsh,I
3.6022131,6.590217,181,2.0,V,V-F1,1.0,flsh,V
8.270497,5.227395,182,1.0,I,I-E,8.0,flsh,I
8.41462,5.536546,183,1.0,I,I-E,6.0,flsh,I
6.4081492,8.5010805,184,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,Not-Annotated-By-Cctyper
5.4541607,9.485838,185,1.0,I,I-G,5.0,flsh,I
5.4708157,9.495013,186,1.0,I,I-G,5.0,flsh,I
15.680947,10.915619,187,1.0,I,I-E,11.0,flsh,I
3.609598,6.5992384,188,2.0,V,V-F1,1.0,flsh,V
7.3261786,5.473753,189,1.0,I,I-E,5.0,flsh,I
7.3434477,5.4668365,190,1.0,I,I-E,5.0,flsh,I
8.178528,9.146603,191,1.0,I,I-D,5.0,flsh,I
6.799981,5.4185195,192,1.0,I,I-E,6.0,flsh,I
4.1717,12.869303,193,1.0,III,III-B,13.0,flsh,III
7.442791,8.942797,194,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,Not-Annotated-By-Cctyper
6.8297668,11.964741,195,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
3.627629,6.573536,196,2.0,V,V-F1,1.0,flsh,V
8.70424,18.536774,197,2.0,II,II-A,3.0,flsh,II
5.4267545,9.444611,198,1.0,I,I-G,5.0,flsh,I
3.6085432,6.5955873,199,2.0,V,V-F1,1.0,flsh,V
7.1505814,5.879641,200,1.0,I,I-E,3.0,flsh,I
12.076861,9.858701,201,1.0,I,I-E,5.0,flsh,I
7.9770966,7.3512144,202,1.0,I,I-G,7.0,flsh,I
6.9537516,5.2900414,203,1.0,I,I-E,3.0,flsh,I
9.720318,13.021329,204,1.0,I,I-C,3.0,flsh,I
0.2264417,9.647843,205,1.0,I,I-C,7.0,flsh,I
4.8979416,8.510056,206,1.0,I,I-F,4.0,flsh,I
4.3737774,12.874901,207,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,Not-Annotated-By-Cctyper
8.513223,4.64797,208,1.0,I,I-E,8.0,flsh,I
-3.5685663,15.749631,209,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
7.223024,10.517177,210,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,Not-Annotated-By-Cctyper
11.93898,16.002148,211,1.0,I,I-C,7.0,flsh,I
11.937708,16.001966,212,1.0,I,I-C,7.0,flsh,I
9.348937,8.449448,213,1.0,I,I-B,3.0,flsh,I
4.2460556,14.906748,214,1.0,III,III-D,6.0,flsh,III
3.8976157,9.052175,215,1.0,I,I-F,4.0,flsh,I
10.403246,16.834759,216,1.0,I,I-C,4.0,flsh,I
5.2206945,10.451551,217,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,Not-Annotated-By-Cctyper
11.216086,15.599772,218,1.0,I,I-C,7.0,flsh,I
2.8948936,8.60485,219,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
5.5034266,11.029091,220,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
10.755935,16.433731,221,1.0,I,I-C,4.0,flsh,I
7.806375,10.970877,222,1.0,I,I-C,4.0,flsh,I
7.2823625,17.591597,223,2.0,II,II-A,8.0,flsh,II
7.1756406,12.605016,224,2.0,II,II-A,4.0,flsh,II
0.6333975,10.120848,225,1.0,I,I-C,7.0,flsh,I
6.8013635,6.5695305,226,1.0,I,I-E,5.0,flsh,I
11.509647,15.9009495,227,1.0,I,I-C,7.0,flsh,I
10.609052,16.183046,228,1.0,I,I-C,7.0,flsh,I
6.8603334,6.635891,229,1.0,I,I-E,4.0,flsh,I
7.1067796,5.3755064,230,1.0,I,I-E,4.0,flsh,I
6.880485,6.2486706,231,1.0,I,I-E,4.0,flsh,I
8.162562,10.601627,232,1.0,I,I-G,3.0,flsh,I
8.507836,10.815894,233,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,Not-Annotated-By-Cctyper
7.3174324,8.555854,234,1.0,I,I-G,4.0,flsh,I
7.2881413,8.605232,235,1.0,I,I-G,4.0,flsh,I
7.2113404,5.425124,236,1.0,I,I-E,3.0,flsh,I
9.251503,14.198788,237,1.0,I,I-C,4.0,flsh,I
5.0377097,15.765375,238,1.0,III,III-D,9.0,flsh,III
2.3092353,8.0379925,239,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,15.0,flsh,Not-Annotated-By-Cctyper
12.423534,13.130859,240,2.0,II,II-D,1.0,flsh,II
6.8427124,6.654826,241,1.0,I,I-E,4.0,flsh,I
6.840654,6.657591,242,1.0,I,I-E,4.0,flsh,I
7.1690106,12.407504,243,2.0,II,II-A,4.0,flsh,II
-3.507132,15.7592945,244,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
6.370428,10.376675,245,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,Not-Annotated-By-Cctyper
3.640824,14.130525,246,1.0,III,III-D,4.0,flsh,III
7.4090834,8.5098295,247,1.0,I,I-G,3.0,flsh,I
8.190651,7.222913,248,1.0,I,I-G,6.0,flsh,I
9.561356,7.5247803,249,1.0,I,I-C,3.0,flsh,I
2.1112378,12.9633255,250,1.0,III,III-D,6.0,flsh,III
11.165115,12.571557,251,2.0,II,II-D,1.0,flsh,II
3.76635,6.8587756,252,2.0,V,V-M,1.0,flsh,V
7.152737,12.112817,253,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,Not-Annotated-By-Cctyper
-8.636647,4.058936,254,1.0,I,I-C,7.0,flsh,I
8.258683,4.3892374,255,1.0,I,I-E,8.0,flsh,I
15.95613,13.717284,256,2.0,V,V-F2,1.0,flsh,V
6.908739,12.902739,257,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,Not-Annotated-By-Cctyper
9.367739,15.674851,258,1.0,I,I-C,7.0,flsh,I
4.6950474,14.460983,259,1.0,III,III-D,18.0,flsh,III
4.703467,14.431917,260,1.0,III,III-D,18.0,flsh,III
6.4002595,14.1780615,261,1.0,III,III-A,14.0,flsh,III
4.5876174,15.431118,262,1.0,III,III-D,17.0,flsh,III
6.41049,14.158639,263,1.0,III,III-A,14.0,flsh,III
4.5716305,15.422182,264,1.0,III,III-D,17.0,flsh,III
5.768253,10.06499,265,1.0,IV,IV-E,4.0,flsh,IV
11.124045,12.582256,266,2.0,II,II-D,1.0,flsh,II
11.127241,12.574951,267,2.0,II,II-D,1.0,flsh,II
6.5367084,7.906647,268,1.0,I,I-F,6.0,flsh,I
12.156259,9.894823,269,1.0,I,I-E,7.0,flsh,I
4.171033,9.439145,270,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
5.4611607,9.9436455,271,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,Not-Annotated-By-Cctyper
1.9213775,13.167477,272,1.0,III,III-D,6.0,flsh,III
8.187679,13.86428,273,2.0,II,II-A,8.0,flsh,II
-3.5492797,15.782989,274,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
1.948172,13.1416235,275,1.0,III,III-D,5.0,flsh,III
4.9359527,9.676984,276,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,Not-Annotated-By-Cctyper
8.342224,4.8399453,277,1.0,I,I-E,9.0,flsh,I
1.6081107,7.632572,278,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,Not-Annotated-By-Cctyper
1.9593666,13.150697,279,1.0,III,III-D,4.0,flsh,III
8.494601,11.09849,280,1.0,I,I-G,3.0,flsh,I
4.631003,9.252093,281,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
9.877991,8.491719,282,1.0,I,I-B,6.0,flsh,I
9.564081,7.516752,283,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,Not-Annotated-By-Cctyper
5.70017,9.957674,284,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,Not-Annotated-By-Cctyper
7.120751,10.908841,285,2.0,VI,VI-A,3.0,flsh,VI
8.517926,4.718049,286,1.0,I,I-E,8.0,flsh,I
6.7024174,18.59722,287,2.0,II,II-A,4.0,flsh,II
1.9416503,13.149063,288,1.0,III,III-D,5.0,flsh,III
5.5891867,10.009137,289,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,Not-Annotated-By-Cctyper
1.9439929,13.041674,290,1.0,III,III-D,14.0,flsh,III
0.31113464,9.970825,291,1.0,I,I-C,7.0,flsh,I
8.031194,7.511514,292,1.0,I,I-G,7.0,flsh,I
11.469829,15.847316,293,1.0,I,I-C,11.0,flsh,I
7.963875,12.936628,294,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,Not-Annotated-By-Cctyper
9.80437,8.962718,295,1.0,I,I-B,5.0,flsh,I
2.034377,12.8266535,296,1.0,III,III-D,7.0,flsh,III
9.2540045,16.01637,297,1.0,I,I-C,7.0,flsh,I
7.062825,14.207221,298,1.0,III,III-A,9.0,flsh,III
6.986803,6.320563,299,1.0,I,I-E,3.0,flsh,I
10.771634,16.303755,300,1.0,I,I-C,7.0,flsh,I
7.969274,10.624368,301,1.0,I,I-G,3.0,flsh,I
2.6392977,13.305848,302,1.0,III,III-D,12.0,flsh,III
2.6425815,13.306835,303,1.0,III,III-D,12.0,flsh,III
4.5208173,14.939035,304,1.0,III,III-D,9.0,flsh,III
7.931466,5.093695,305,1.0,I,I-E,7.0,flsh,I
7.1739388,5.2545414,306,1.0,I,I-E,8.0,flsh,I
