x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
6.7904434,7.6663218,3225,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,61,flsh
9.233982,7.2615967,3226,1,I,I-B,5,flsh
8.936801,5.88497,3227,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4,flsh
8.636825,8.180752,3228,1,I,I-B,3,flsh
6.9708614,14.197318,3229,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1,flsh
10.952148,1.5931004,3230,1,III,III-B,11,flsh
10.546754,8.911175,3231,1,I,I-B,8,flsh
8.418971,7.778884,3232,1,I,I-B,3,flsh
8.445161,7.8328433,3233,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
12.992026,6.254476,3234,1,I,I-C,7,flsh
7.8082533,16.39615,3235,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
10.736763,2.9234085,3236,1,III,III-A,6,flsh
12.324473,3.0993376,3237,1,III,III-A,6,flsh
12.387496,3.0834444,3238,1,III,III-A,6,flsh
9.330015,-0.30844748,3239,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
4.066031,7.408368,3240,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11,flsh
11.939841,4.5898857,3241,1,I,I-C,4,flsh
9.284883,6.569497,3242,1,I,I-C,4,flsh
7.046453,14.759431,3243,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1,flsh
9.50841,6.6528673,3244,1,I,I-C,3,flsh
5.7838664,6.325162,3245,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6,flsh
11.931092,1.0242246,3246,1,III,III-D,16,flsh
9.335567,7.74424,3247,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5,flsh
8.102943,15.741311,3248,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4,flsh
10.308176,8.20714,3249,1,I,I-B,7,flsh
7.6147842,15.653189,3250,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
4.9831405,2.5413902,3251,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6,flsh
10.3491125,4.2075152,3252,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,23,flsh
5.4261546,2.3376915,3253,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
12.360738,0.9372724,3254,1,III,III-B,6,flsh
9.904418,9.00992,3255,1,I,I-B,5,flsh
5.6837125,5.4002695,3256,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
11.73366,4.8296046,3257,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,15,flsh
8.191174,9.035825,3258,1,I,I-B,9,flsh
7.0548363,-0.16694513,3259,1,I,I-E,8,flsh
5.8357,5.085822,3260,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1,flsh
9.452175,-0.21372908,3261,1,III,III-B,8,flsh
7.3623304,14.594138,3262,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
10.47027,5.004648,3263,1,I,I-C,8,flsh
6.805071,-0.8562254,3264,1,I,I-E,8,flsh
7.8286757,16.499857,3265,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
6.7482677,-1.0055108,3266,1,I,I-E,8,flsh
8.124143,4.416999,3267,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4,flsh
8.229654,7.292103,3268,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
8.133903,16.273817,3269,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1,flsh
8.719963,5.0566754,3270,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
13.849042,4.498339,3271,1,I,I-C,7,flsh
6.420444,0.24169426,3272,1,I,I-E,10,flsh
16.835135,4.842383,3273,1,I,I-C,4,flsh
7.3336344,10.990709,3274,1,I,I-C,7,flsh
7.511573,5.995976,3275,1,I,I-D,9,flsh
10.662267,5.010589,3276,1,I,I-C,5,flsh
6.068529,5.436111,3277,1,I,I-D,4,flsh
4.436742,6.9339147,3278,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6,flsh
