x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
5.251736,23.715065,15046,1.0,I,I-E,11.0,benchmark
5.2530394,23.7144,15047,1.0,I,I-E,11.0,benchmark
5.2528796,23.714577,15048,1.0,I,I-E,11.0,benchmark
5.253633,23.714434,15049,1.0,I,I-E,11.0,benchmark
5.2541747,23.713446,15050,1.0,I,I-E,11.0,benchmark
5.2656617,23.7069,15051,1.0,I,I-E,11.0,benchmark
5.254264,23.712538,15052,1.0,I,I-E,11.0,benchmark
5.256409,23.71204,15053,1.0,I,I-E,11.0,benchmark
5.256084,23.712696,15054,1.0,I,I-E,11.0,benchmark
5.257932,23.713202,15055,1.0,I,I-E,11.0,benchmark
10.645444,2.3103127,15056,1.0,I,I-C,4.0,flsh
7.7368054,10.67817,15057,1.0,I,I-F,6.0,benchmark
10.687802,-0.3610644,15058,1.0,I,I-C,10.0,flsh
11.071306,1.5431591,15059,1.0,I,I-C,8.0,flsh
15.486848,2.2021186,15060,1.0,I,I-E,8.0,benchmark
5.3224297,-2.1976137,15061,2.0,II,II-C2,3.0,flsh
24.653065,6.778807,15062,1.0,III,III-A,9.0,benchmark
23.413921,12.60937,15063,1.0,III,III-A,5.0,benchmark
23.400229,12.625221,15064,1.0,III,III-A,5.0,benchmark
2.0347278,6.5100856,15065,1.0,I,I-E,8.0,benchmark
8.743076,9.424202,15066,1.0,I,I-F,7.0,benchmark
3.7421165,6.881675,15067,1.0,I,I-E,9.0,benchmark
9.3038,4.343475,15068,1.0,I,I-G,10.0,flsh
9.345539,4.355205,15069,1.0,I,I-G,9.0,flsh
9.382725,4.341336,15070,1.0,I,I-G,9.0,flsh
7.063197,1.9449012,15071,1.0,I,I-B,5.0,flsh
6.812835,0.9636614,15072,1.0,I,I-B,6.0,flsh
4.9623213,-12.628855,15073,1.0,I,I-C,10.0,benchmark
12.617012,-0.5357143,15074,1.0,I,I-C,6.0,benchmark
9.801171,4.2978835,15075,1.0,I,I-G,5.0,benchmark
12.558735,-0.5057079,15076,1.0,I,I-C,7.0,benchmark
15.261053,2.3843222,15077,1.0,I,I-E,8.0,benchmark
23.397467,12.62838,15078,1.0,III,III-A,5.0,benchmark
24.650988,6.7821646,15079,1.0,III,III-A,9.0,benchmark
24.665085,6.7634587,15080,1.0,III,III-A,9.0,benchmark
24.652767,6.779264,15081,1.0,III,III-A,9.0,benchmark
24.655342,6.7791963,15082,1.0,III,III-A,9.0,benchmark
21.358992,3.9737875,15083,1.0,III,III-A,10.0,benchmark
24.685228,6.76259,15084,1.0,III,III-A,9.0,benchmark
0.90998673,2.0213034,15085,1.0,III,III-A,7.0,benchmark
24.703587,6.831414,15086,1.0,III,III-A,9.0,benchmark
23.401453,12.624155,15087,1.0,III,III-A,5.0,benchmark
24.66807,6.7904296,15088,1.0,III,III-A,9.0,benchmark
24.6842,6.7423058,15089,1.0,III,III-A,9.0,benchmark
0.40567896,23.113039,15090,1.0,III,III-A,9.0,benchmark
24.61338,6.749596,15091,1.0,III,III-A,9.0,benchmark
0.9917804,9.700261,15092,1.0,III,III-A,12.0,benchmark
0.40739524,23.111572,15093,1.0,III,III-A,9.0,benchmark
24.651283,6.7843304,15094,1.0,III,III-A,9.0,benchmark
24.653154,6.78929,15095,1.0,III,III-A,9.0,benchmark
24.644186,6.797607,15096,1.0,III,III-A,9.0,benchmark
24.65849,6.7833414,15097,1.0,III,III-A,9.0,benchmark
24.64428,6.7730293,15098,1.0,III,III-A,9.0,benchmark
23.370258,12.654971,15099,1.0,III,III-A,5.0,benchmark
23.49862,12.529828,15100,1.0,III,III-A,5.0,benchmark
